Competition Title,Competition Date,Full Name,Nation,Start Number,Rank,Gender,Qualification,Semifinal,Final
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Alistair Earley,AUS,78,81,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Mark Chan Chong Kiat,SGP,95,83,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Seungwoon Cho,KOR,131,83,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Keiichiro Korenaga,JPN,135,85,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Samuel Munday,NZL,97,85,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Marcin Dzienski,POL,94,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Tyler Fleury,NZL,90,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Leonardo Gontero,ITA,145,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,George Sanders,NZL,140,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Chun-Hsiang Wang,CHN,85,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Kye Wotton,CAN,146,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Danila Yamchuk,LVA,92,87,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Akiyo Noguchi,JPN,101,1,F,5.5,4.4,4.4
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Miho Nonaka,JPN,126,2,F,5.5,4.4,3.3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Stasa Gejo,SRB,128,3,F,4.5,1.4,1.3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Ekaterina Kipriianova,RUS,105,4,F,5.5,1.4,1.1
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jessica Pilz,AUT,131,5,F,4.5,2.3,1.1
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Katja Kadic,SLO,127,6,F,4.5,1.4,1.1
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Chloe Caulier,BEL,103,7,F,5.5,1.4,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Fanny Gibert,FRA,102,8,F,4.4,1.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Mﾃｩlanie Sandoz,FRA,107,9,F,3.5,1.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Hung Ying Lee,CHN,133,10,F,5.5,1.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alannah Yip,CAN,134,11,F,4.5,0.4,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alma Bestvater,DUE,104,12,F,3.5,0.4,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Flavy Cohaut,FRA,112,13,F,4.4,0.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Charlotte Andre,FRA,138,14,F,4.4,0.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Johanna Farber,AUT,108,15,F,3.5,0.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Futaba Ito,JPN,132,16,F,3.5,0.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Julia Pinggera,AUT,122,17,F,4.5,0.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Vanessa Si Yinn Teng,SGP,140,18,F,3.5,0.1,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Tomoko Kajima,JPN,113,18,F,3.4,0.1,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Mao Nakamura,JPN,136,20,F,4.5,0,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Kyra Condie,USA,137,21,F,3.5,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Lilli Kiesgen,DUE,106,21,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Afra Honig,DUE,114,23,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Saki Kikuchi,JPN,135,23,F,3.5,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Ievgeniia Kazbekova,UKR,109,25,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Mei Kotake,JPN,130,25,F,3.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Camille Faille,FRA,110,27,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Karoline Sinnhuber,AUT,148,27,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Iuliia Panteleeva,RUS,120,29,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Allison Vest,CAN,139,29,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Nanako Kura,JPN,141,31,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Anna Tsyganova,RUS,123,31,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Rong Jiang,CHN,116,33,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,LaMu Renqing,CHN,142,33,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sierra Blair-Coyle,USA,111,35,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Aya Onoe,JPN,129,35,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Saeko Sugimura,JPN,115,37,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Vera Zijlstra,NLD,145,37,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Pankaew Plypoolsup,THA,118,39,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jennifer Wood,GBR,146,39,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Klaudia Buczek,POL,119,41,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Imogen Horrocks,GBR,147,41,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Wai-ping Yu,HKG,117,43,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Margaryta Zakharova,UKR,143,43,F,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Anna Brozek,POL,121,45,F,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Wing Sze Yuen,HKG,149,45,F,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sarah Tetzlaff,NZL,144,47,F,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Kokoro Fujii,JPN,2,1,M,4.5,2.3,3.3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sean Mccoll,CAN,65,2,M,4.4,2.4,2.3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Aleksey Rubtsov,RUS,51,3,M,5.5,3.4,2.3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jakob Schubert,AUT,54,4,M,4.4,2.4,2.2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jan Hojer,DUE,5,5,M,3.4,3.4,1.3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jernej Kruder,SLO,52,6,M,4.5,2.3,1.2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Manuel Cornu,FRA,56,7,M,4.5,2.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alban Levier,FRA,61,7,M,2.5,2.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Taisei Ishimatsu,JPN,55,9,M,4.4,2.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Yoshiyuki Ogata,JPN,53,10,M,5.5,1.4,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Tomoa Narasaki,JPN,1,11,M,5.5,1.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Rei Sugimoto,JPN,3,12,M,5.5,1.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Gregor Vezonik,SLO,58,13,M,4.5,0.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Ryuichi Murai,JPN,16,14,M,3.5,0.3,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Yuji Inoue,JPN,8,15,M,4.4,0.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Nathan Phillips,GBR,15,16,M,5.5,0.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Anze Peharc,SLO,10,16,M,3.5,0.2,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Yannick Flohe,DUE,63,18,M,3.3,0.1,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jonatan Flor Vazquez,ESP,14,19,M,4.5,0.1,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Mickael Mawem,FRA,6,20,M,4.4,0,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Kai Harada,JPN,60,21,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alex Khazanov,ISR,9,21,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Gabriele Moroni,ITA,57,23,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Keita Watabe,JPN,4,23,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Tomoaki Takata,JPN,7,25,M,2.5,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Elias Weiler,AUT,76,25,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alfons Dornauer,AUT,19,27,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jason Holowach,CAN,71,27,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Kim Marschner,DUE,23,29,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sergii Topishko,UKR,59,29,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sean Bailey,USA,64,31,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,David Firnenburg,DUE,11,31,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Guillaume Glairon Mondet,FRA,77,33,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Moritz Hans,DUE,30,33,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Riccardo Piazza,ITA,22,35,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Max Prinz,DUE,68,35,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,YuFei Pan,CHN,87,37,M,1.5,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Michael Piccolruaz,ITA,17,37,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Jan-Luca Posch,AUT,20,39,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Aidan Roberts,GBR,81,39,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Rustam Gelmanov,RUS,70,41,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Cheuk-hei Ho,HKG,35,41,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,David Barrans,GBR,18,43,M,2.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sergei Skorodumov,RUS,73,43,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Matthew Cousins,GBR,34,45,M,1.5,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Keita Dohi,JPN,79,45,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Eric Lopez Mateos,ESP,67,47,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Nathan Smith,CAN,40,47,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,DiChong Huang,CHN,83,49,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Keiichiro Korenaga,JPN,37,49,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Asher Gavin Chiam Kai Chen,SGP,25,51,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Thilo Jeldrik Schroter,NOR,62,51,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Chua Dennis,SGP,84,53,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Hei-yeung Lam,HKG,28,53,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Nicolas Januel,FRA,86,55,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Florian Klingler,AUT,74,55,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Lucas Uchida,CAN,39,55,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Mark Chan Chong Kiat,SGP,41,58,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Paul Emmanuel Ryan,SGP,33,59,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Georg Parma,AUT,72,59,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Cheung-chi Shoji Chan,HKG,92,61,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Rolands Rugens,LVA,12,61,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Chi-fung Au,HKG,82,63,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Tyler Landman,GBR,13,63,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Matthias Erber,AUT,69,65,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sergio Pastor Martinez,ESP,32,65,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alexander Averdunk,DUE,75,67,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Liam Healy,AUS,36,67,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Wan Tong Lok,MAC,89,67,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Winai Ruangrit,THA,21,67,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Samuel Bowman,AUS,29,71,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sebastien Lazure,CAN,66,71,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Alistair Earley,AUS,91,73,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Ludovico Fossali,ITA,31,73,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,George Sanders,NZL,26,73,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Sergio Verdasco Urizal,ESP,80,76,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Ben Abel,AUS,78,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Marcin Dzienski,POL,24,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Tyler Fleury,NZL,85,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Samuel Munday,NZL,88,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Chun-Hsiang Wang,CHN,38,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Kye Wotton,CAN,90,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5/5/2018,Danila Yamchuk,LVA,27,77,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Janja Garnbret,SLO,170,1,F,5.5,4.4,4.4
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Miho Nonaka,JPN,121,2,F,5.5,2.4,4.4
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Akiyo Noguchi,JPN,171,3,F,5.5,3.3,3.4
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Petra Klingler,CHE,122,4,F,5.5,2.4,3.4
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Fanny Gibert,FRA,123,5,F,5.5,3.4,2.3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Shauna Coxsey,GBR,120,6,F,4.5,2.3,1.3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Sol Sa,KOR,175,7,F,3.5,2.3,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Futaba Ito,JPN,187,8,F,4.5,2.3,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Chloe Caulier,BEL,174,9,F,3.5,1.4,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Katja Kadic,SLO,172,10,F,3.5,1.3,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Mia Krampl,SLO,185,11,F,4.5,1.3,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Mﾃｩlanie Sandoz,FRA,134,12,F,3.5,1.3,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Saki Kikuchi,JPN,216,13,F,4.5,1.3,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Jessica Pilz,AUT,129,14,F,4.5,1.2,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Stasa Gejo,SRB,173,15,F,5.5,1.2,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Lilli Kiesgen,DUE,130,16,F,3.5,0.2,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Katharina Posch,AUT,133,16,F,3.4,0.2,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Berit Schwaiger,AUT,128,18,F,3.5,0.2,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Franziska Sterrer,AUT,179,19,F,3.5,0.2,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Elena Krasovskaya,RUS,156,20,F,3.5,0.1,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Ekaterina Kipriianova,RUS,177,21,F,3.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Mina Markovic,SLO,142,21,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Alma Bestvater,DUE,126,23,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Hung Ying Lee,CHN,178,23,F,3.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Charlotte Andre,FRA,143,25,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Ievgeniia Kazbekova,UKR,176,25,F,3.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Sierra Blair-Coyle,USA,181,27,F,3.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Hannah Schubert,AUT,168,27,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Valentina Aguado,ARG,151,29,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Julia Chanourdie,FRA,201,29,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Mao Nakamura,JPN,132,31,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Tatiana Shemulinkina,RUS,191,31,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Elnaz Rekabi,IRN,183,33,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Rebekka Stotz,CHE,162,33,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Anastasiia Evgeneva,RUS,159,35,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Katharina Saurwein,AUT,180,35,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Natalie Bartschi,CHE,188,37,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Mei Kotake,JPN,125,37,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Maelys Agrapart,FRA,127,39,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Maya Madere,USA,182,39,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Sofya Yokoyama,CHE,186,39,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Tjasa Slemensek,SLO,137,42,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Valiantsina Chamiakina,BLR,169,43,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Vera Zijlstra,NLD,192,43,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Evgeniya Lapshina,RUS,160,45,F,1.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Anna Zaikina,RUS,205,45,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Tina Johnsen Hafsaas,NOR,166,47,F,1.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Jennifer Wood,GBR,206,47,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Nanako Kura,JPN,150,49,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Irina Kuzmenko,RUS,219,49,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Andrea Ebner,ITA,164,51,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Viktoriia Meshkova,RUS,157,51,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Iuliia Panteleeva,RUS,208,51,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Ekaterina Novitskaia,RUS,218,54,F,1.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Luiza Emeleva,RUS,155,55,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Sunniva Eik Haave,NOR,200,55,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Afra Honig,DUE,153,57,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",4/21/2018,Imogen Horrocks,GBR,190,57,F,1.4,,
